ticker,name,sector,asset_class,weight_pct,market_value
NVDA,NVIDIA,Information Technology,Equity,6.89,3365324992.7
AAPL,APPLE,Information Technology,Equity,6.39,3118317203.4
MSFT,MICROSOFT,Information Technology,Equity,5.2,2537477689.53
AMZN,AMAZON.COM INC,Consumer Discretionary,Equity,3.56,1737348177.6
GOOGL,ALPHABET CLASS A,Communication,Equity,2.81,1371199068.0
AVGO,BROADCOM INC,Information Technology,Equity,2.33,1138258524.78
GOOG,ALPHABET CLASS C,Communication,Equity,2.27,1109415836.8
META,META PLATFORMS CLASS A,Communication,Equity,1.79,871411750.0
MU,MICRON TECHNOLOGY,Information Technology,Equity,1.49,727860576.0
TSLA,TESLA INC,Consumer Discretionary,Equity,1.42,695122061.58
JPM,JPMORGAN CHASE & CO,Financials,Equity,1.34,655891195.5
LLY,ELI LILLY,Health Care,Equity,1.34,653394057.63
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Financials,Equity,1.33,646988644.54
AMD,ADVANCED MICRO DEVICES,Information Technology,Equity,1.1,538273207.62
XOM,EXXONMOBIL HOLDINGS CORP,Energy,Equity,0.93,452991776.67
JNJ,JOHNSON & JOHNSON,Health Care,Equity,0.92,447661620.0
V,VISA CLASS A,Financials,Equity,0.89,436171824.0
MA,MASTERCARD CLASS A,Financials,Equity,0.68,332647580.1
ABBV,ABBVIE,Health Care,Equity,0.66,320279239.5
WMT,WALMART INC,Consumer Staples,Equity,0.65,315139354.08
CSCO,CISCO SYSTEMS INC,Information Technology,Equity,0.63,305459873.52
COST,COSTCO WHOLESALE CORP,Consumer Staples,Equity,0.6,291963671.56
BAC,BANK OF AMERICA,Financials,Equity,0.58,283194541.56
INTC,INTEL CORPORATION,Information Technology,Equity,0.57,277410147.36
PLTR,PALANTIR TECHNOLOGIES CLASS A,Information Technology,Equity,0.56,271213965.0
LRCX,LAM RESEARCH,Information Technology,Equity,0.55,269058340.08
AMAT,APPLIED MATERIAL INC,Information Technology,Equity,0.54,261704762.16
MRK,MERCK & CO INC,Health Care,Equity,0.53,260755480.1
CAT,CATERPILLAR INC,Industrials,Equity,0.53,256901618.87
CVX,CHEVRON,Energy,Equity,0.52,255416305.82
GE,GE AEROSPACE,Industrials,Equity,0.52,251873123.97
UNH,UNITEDHEALTH GROUP INC,Health Care,Equity,0.51,249176385.72
KO,COCA-COLA,Consumer Staples,Equity,0.49,240997509.76
NFLX,NETFLIX,Communication,Equity,0.48,235054947.96
PG,PROCTER & GAMBLE,Consumer Staples,Equity,0.48,232742255.0
HD,HOME DEPOT,Consumer Discretionary,Equity,0.47,229840705.15
PM,PHILIP MORRIS INTERNATIONAL INC,Consumer Staples,Equity,0.43,208280946.0
GS,GOLDMAN SACHS GROUP INC,Financials,Equity,0.42,206452235.04
RTX,RTX,Industrials,Equity,0.4,196794556.8
PANW,PALO ALTO NETWORKS,Information Technology,Equity,0.39,188269546.6
WFC,WELLS FARGO,Financials,Equity,0.37,179712483.57
GEV,GE VERNOVA INC,Industrials,Equity,0.36,176456988.78
ORCL,ORACLE,Information Technology,Equity,0.36,175577873.48
KLAC,KLA,Information Technology,Equity,0.34,165457294.48
MS,MORGAN STANLEY,Financials,Equity,0.34,164925733.44
TXN,TEXAS INSTRUMENT INC,Information Technology,Equity,0.34,163862261.06
AMGN,AMGEN INC,Health Care,Equity,0.34,163645755.9
TMO,THERMO FISHER SCIENTIFIC INC,Health Care,Equity,0.33,162223422.9
C,CITIGROUP INC,Financials,Equity,0.32,156410780.4
LIN,LINDE PLC,Materials,Equity,0.32,155678794.34
SNDK,SANDISK,Information Technology,Equity,0.31,150107928.18
IBM,INTERNATIONAL BUSINESS MACHINES,Information Technology,Equity,0.3,148814389.95
MRVL,MARVELL TECHNOLOGY,Information Technology,Equity,0.3,147025556.85
ANET,ARISTA NETWORKS INC,Information Technology,Equity,0.3,145330580.25
VZ,VERIZON COMMUNICATIONS INC,Communication,Equity,0.3,144452190.33
APH,AMPHENOL CORP CLASS A,Information Technology,Equity,0.28,136025592.66
ABT,ABBOTT LABORATORIES,Health Care,Equity,0.28,135928927.4
DIS,WALT DISNEY,Communication,Equity,0.27,133738842.93
PEP,PEPSICO,Consumer Staples,Equity,0.27,133412611.3
CRWD,CROWDSTRIKE HOLDINGS CLASS A,Information Technology,Equity,0.27,130656599.46
MCD,MCDONALDS CORP,Consumer Discretionary,Equity,0.27,130564004.76
UNP,UNION PACIFIC,Industrials,Equity,0.26,126778310.52
GILD,GILEAD SCIENCES,Health Care,Equity,0.26,126519951.05
ADI,ANALOG DEVICES,Information Technology,Equity,0.26,125011801.2
BLK,BLACKROCK,Financials,Equity,0.25,123268001.49
SCHW,CHARLES SCHWAB,Financials,Equity,0.25,122934341.63
AXP,AMERICAN EXPRESS,Financials,Equity,0.25,122699792.25
NEE,NEXTERA ENERGY,Utilities,Equity,0.25,120870606.94
T,AT&T INC,Communication,Equity,0.25,120525924.09
QCOM,QUALCOMM,Information Technology,Equity,0.24,118781479.52
WELL,WELLTOWER,Real Estate,Equity,0.24,117441157.68
CRM,SALESFORCE,Information Technology,Equity,0.23,112424585.58
ETN,EATON PLC,Industrials,Equity,0.23,112097437.2
BKNG,BOOKING HOLDINGS,Consumer Discretionary,Equity,0.23,111224107.17
BA,BOEING,Industrials,Equity,0.23,110852231.94
PFE,PFIZER,Health Care,Equity,0.23,110844364.6
COP,CONOCOPHILLIPS,Energy,Equity,0.22,109562067.89
WDC,WESTERN DIGITAL CORP,Information Technology,Equity,0.22,109192774.4
DE,DEERE,Industrials,Equity,0.22,107877510.86
UBER,UBER TECHNOLOGIES,Industrials,Equity,0.22,105760644.09
TJX,TJX,Consumer Discretionary,Equity,0.21,104086307.34
NEM,NEWMONT,Materials,Equity,0.2,96710208.0
DELL,DELL TECHNOLOGIES INC CLASS C,Information Technology,Equity,0.2,96056194.36
VRTX,VERTEX PHARMACEUTICALS,Health Care,Equity,0.2,95755500.27
BMY,BRISTOL MYERS SQUIBB,Health Care,Equity,0.19,94935579.72
DHR,DANAHER,Health Care,Equity,0.19,93648003.84
COF,CAPITAL ONE FINANCIAL CORP,Financials,Equity,0.19,93232613.88
PLD,PROLOGIS REIT,Real Estate,Equity,0.19,92817249.42
PH,PARKER-HANNIFIN CORP,Industrials,Equity,0.19,90319207.12
ISRG,INTUITIVE SURGICAL INC,Health Care,Equity,0.18,89855001.92
PGR,PROGRESSIVE,Financials,Equity,0.18,89455917.81
SPGI,S&P GLOBAL INC,Financials,Equity,0.18,88875038.37
NOW,SERVICENOW INC,Information Technology,Equity,0.18,88844363.0
SBUX,STARBUCKS CORP,Consumer Discretionary,Equity,0.17,85182008.4
CVS,CVS HEALTH,Health Care,Equity,0.17,83282767.92
CB,CHUBB,Financials,Equity,0.17,83237717.64
GLW,CORNING,Information Technology,Equity,0.17,83198946.26
MDT,MEDTRONIC PLC,Health Care,Equity,0.17,81236728.32
LOW,LOWES COMPANIES INC,Consumer Discretionary,Equity,0.17,81170140.68
MO,ALTRIA GROUP INC,Consumer Staples,Equity,0.16,79534863.36
LMT,LOCKHEED MARTIN CORP,Industrials,Equity,0.16,79063494.84
SYK,STRYKER,Health Care,Equity,0.16,78460470.99
FCX,FREEPORT MCMORAN INC,Materials,Equity,0.16,77858687.0
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,Equity,0.16,77404198.42
BNY,BANK OF NEW YORK MELLON CORP,Financials,Equity,0.16,77006212.92
ACN,ACCENTURE PLC CLASS A,Information Technology,Equity,0.16,76652820.42
ADBE,ADOBE INC,Information Technology,Equity,0.16,76079080.53
MCK,MCKESSON CORP,Health Care,Equity,0.16,75726575.75
HWM,HOWMET AEROSPACE,Industrials,Equity,0.15,73801045.38
BX,BLACKSTONE,Financials,Equity,0.15,73434535.2
MPC,MARATHON PETROLEUM,Energy,Equity,0.15,73409668.26
EQIX,EQUINIX REIT,Real Estate,Equity,0.15,73033457.28
SNOW,SNOWFLAKE,Information Technology,Equity,0.15,72727791.07
VLO,VALERO ENERGY CORP,Energy,Equity,0.15,70918769.16
TT,TRANE TECHNOLOGIES PLC,Industrials,Equity,0.14,70510480.6
CME,CME GROUP CLASS A,Financials,Equity,0.14,70042694.4
SO,SOUTHERN,Utilities,Equity,0.14,69745764.0
VRT,VERTIV HOLDINGS CLASS A,Industrials,Equity,0.14,69500216.88
PNC,PNC FINANCIAL SERVICES GROUP,Financials,Equity,0.14,67657371.75
GD,GENERAL DYNAMICS CORP,Industrials,Equity,0.14,67331789.04
USB,US BANCORP,Financials,Equity,0.14,67304267.2
PSX,PHILLIPS 66,Energy,Equity,0.14,66883578.68
CMCSA,COMCAST CLASS A,Communication,Equity,0.14,66421366.4
CSX,CSX,Industrials,Equity,0.14,66204456.16
FTNT,FORTINET,Information Technology,Equity,0.13,65769326.58
DUK,DUKE ENERGY CORP,Utilities,Equity,0.13,65393985.0
MMM,3M,Industrials,Equity,0.13,64737000.0
INTU,INTUIT,Information Technology,Equity,0.13,64468919.08
MRSH,MARSH INC,Financials,Equity,0.13,64200198.96
CDNS,CADENCE DESIGN SYSTEMS,Information Technology,Equity,0.13,63537659.28
PWR,QUANTA SERVICES INC,Industrials,Equity,0.13,63436231.07
ICE,INTERCONTINENTAL EXCHANGE INC,Financials,Equity,0.13,62693642.88
WMB,WILLIAMS,Energy,Equity,0.13,62494875.52
NET,CLOUDFLARE CLASS A,Information Technology,Equity,0.13,62064710.95
CEG,CONSTELLATION ENERGY CORP,Utilities,Equity,0.13,61764416.32
EMR,EMERSON ELECTRIC,Industrials,Equity,0.13,61283556.4
DASH,DOORDASH CLASS A,Consumer Discretionary,Equity,0.13,61196412.77
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Equity,0.12,60863095.02
TMUS,T MOBILE US INC,Communication,Equity,0.12,60314654.49
ELV,ELEVANCE HEALTH INC,Health Care,Equity,0.12,60215958.6
SPOT,SPOTIFY TECHNOLOGY,Communication,Equity,0.12,59859764.9
HOOD,ROBINHOOD MARKETS CLASS A,Financials,Equity,0.12,57310639.56
REGN,REGENERON PHARMACEUTICALS,Health Care,Equity,0.12,56772122.83
WM,WASTE MANAGEMENT INC,Industrials,Equity,0.12,56743856.44
ITW,ILLINOIS TOOL INC,Industrials,Equity,0.12,56597789.34
AMT,AMERICAN TOWER REIT,Real Estate,Equity,0.12,56454844.07
SHW,SHERWIN WILLIAMS,Materials,Equity,0.11,55663569.0
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,Equity,0.11,55500657.23
MSI,MOTOROLA SOLUTIONS INC,Information Technology,Equity,0.11,55466595.12
SLB,SLB,Energy,Equity,0.11,55238016.0
CMI,CUMMINS INC,Industrials,Equity,0.11,54999614.48
NSC,NORFOLK SOUTHERN CORP,Industrials,Equity,0.11,54697846.56
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,Equity,0.11,54183236.4
TRV,TRAVELERS COMPANIES,Financials,Equity,0.11,53981540.6
MAR,MARRIOTT INTERNATIONAL CLASS A,Consumer Discretionary,Equity,0.11,53911687.7
ABNB,AIRBNB CLASS A,Consumer Discretionary,Equity,0.11,53615935.95
EOG,EOG RESOURCES,Energy,Equity,0.11,53457257.52
GM,GENERAL MOTORS,Consumer Discretionary,Equity,0.11,53407104.87
MCO,MOODYS CORP,Financials,Equity,0.11,53006368.25
SNPS,SYNOPSYS,Information Technology,Equity,0.11,52401280.0
DDOG,DATADOG INC CLASS A,Information Technology,Equity,0.11,51539479.26
ROST,ROSS STORES INC,Consumer Discretionary,Equity,0.1,51217901.79
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,Equity,0.1,51171007.2
TGT,TARGET CORP,Consumer Staples,Equity,0.1,51086321.04
KKR,KKR AND CO INC,Financials,Equity,0.1,51043065.5
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,Equity,0.1,50992546.05
APP,APPLOVIN CLASS A,Communication,Equity,0.1,50921339.7
SPCX,SPACE EXPLORATION TECHNOLOGIES COR,Communication,Equity,0.1,50688063.71
AON,AON PLC CLASS A,Financials,Equity,0.1,50553299.72
FDX,FEDEX CORP,Industrials,Equity,0.1,50463682.06
NOC,NORTHROP GRUMMAN CORP,Industrials,Equity,0.1,50422165.75
CI,CIGNA,Health Care,Equity,0.1,50319826.59
RCL,ROYAL CARIBBEAN GROUP,Consumer Discretionary,Equity,0.1,50258450.0
CL,COLGATE-PALMOLIVE,Consumer Staples,Equity,0.1,50246716.24
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,Equity,0.1,50185512.72
ECL,ECOLAB,Materials,Equity,0.1,49457214.0
BSX,BOSTON SCIENTIFIC CORP,Health Care,Equity,0.1,49246695.84
CTAS,CINTAS,Industrials,Equity,0.1,48140378.98
HON,HONEYWELL INTERNATIONAL INC,Industrials,Equity,0.1,48082006.97
DLR,DIGITAL REALTY TRUST REIT,Real Estate,Equity,0.1,48071030.17
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,Equity,0.1,47614176.99
WBD,WARNER BROS. DISCOVERY SERIES A,Communication,Equity,0.1,47458976.25
AJG,ARTHUR J GALLAGHER,Financials,Equity,0.1,46592539.03
TDG,TRANSDIGM GROUP,Industrials,Equity,0.1,46440426.44
APD,AIR PRODUCTS AND CHEMICALS,Materials,Equity,0.09,46325899.56
MNST,MONSTER BEVERAGE,Consumer Staples,Equity,0.09,46280080.0
ALL,ALLSTATE CORP,Financials,Equity,0.09,46152652.23
AEP,AMERICAN ELECTRIC POWER INC,Utilities,Equity,0.09,46144041.6
LITE,LUMENTUM HOLDINGS,Information Technology,Equity,0.09,46103555.91
PCAR,PACCAR INC,Industrials,Equity,0.09,45807511.95
URI,UNITED RENTALS,Industrials,Equity,0.09,45320731.0
CRH,CRH PUBLIC LIMITED PLC,Materials,Equity,0.09,44776929.0
HCA,HCA HEALTHCARE,Health Care,Equity,0.09,44042331.8
TFC,TRUIST FINANCIAL,Financials,Equity,0.09,43576402.68
TRGP,TARGA RESOURCES,Energy,Equity,0.09,43092742.77
KMI,KINDER MORGAN,Energy,Equity,0.09,42965972.96
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,Equity,0.09,42537781.12
BKR,BAKER HUGHES CLASS A,Energy,Equity,0.09,42488848.0
COR,CENCORA,Health Care,Equity,0.09,42031200.54
OKE,ONEOK,Energy,Equity,0.08,41219435.4
LNG,CHENIERE ENERGY INC,Energy,Equity,0.08,41050696.32
AU,ANGLOGOLD ASHANTI PLC,Materials,Equity,0.08,40937280.33
D,DOMINION ENERGY,Utilities,Equity,0.08,40641067.09
FAST,FASTENAL,Industrials,Equity,0.08,40562256.9
BE,BLOOM ENERGY CLASS A,Industrials,Equity,0.08,40446532.76
GWW,WW GRAINGER INC,Industrials,Equity,0.08,40043004.54
O,REALTY INCOME REIT,Real Estate,Equity,0.08,39905173.44
TER,TERADYNE,Information Technology,Equity,0.08,39246026.6
CIEN,CIENA,Information Technology,Equity,0.08,39017581.13
APO,APOLLO GLOBAL MANAGEMENT,Financials,Equity,0.08,38807341.74
AME,AMETEK INC,Industrials,Equity,0.08,38729340.0
FIX,COMFORT SYSTEMS USA,Industrials,Equity,0.08,38658614.63
CAH,CARDINAL HEALTH,Health Care,Equity,0.08,38550710.4
SRE,SEMPRA,Utilities,Equity,0.08,38500252.96
NUE,NUCOR,Materials,Equity,0.08,38470851.2
CTVA,CORTEVA,Materials,Equity,0.08,38447120.32
PYPL,PAYPAL HOLDINGS,Financials,Equity,0.08,37987560.66
KEYS,KEYSIGHT TECHNOLOGIES,Information Technology,Equity,0.08,37954266.66
DAL,DELTA AIR LINES,Industrials,Equity,0.08,37571600.72
F,FORD MOTOR CO,Consumer Discretionary,Equity,0.08,37525135.0
MRNA,MODERNA INC,Health Care,Equity,0.08,37392551.0
BDX,BECTON DICKINSON,Health Care,Equity,0.08,37358195.05
ADSK,AUTODESK,Information Technology,Equity,0.08,36909803.75
PSA,PUBLIC STORAGE REIT,Real Estate,Equity,0.08,36758110.77
AFL,AFLAC,Financials,Equity,0.08,36693494.1
DVN,DEVON ENERGY,Energy,Equity,0.07,36218087.85
NU,NU HOLDINGS CLASS A,Financials,Equity,0.07,36092054.41
COHR,COHERENT,Information Technology,Equity,0.07,35849261.71
MET,METLIFE,Financials,Equity,0.07,35788843.84
HONA,HONEYWELL AEROSPACE INC,Industrials,Equity,0.07,35775829.32
STT,STATE STREET,Financials,Equity,0.07,35536821.18
EW,EDWARDS LIFESCIENCES,Health Care,Equity,0.07,35503876.44
CVNA,CARVANA CLASS A,Consumer Discretionary,Equity,0.07,35174613.3
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,Equity,0.07,35041761.84
VMRK,VIVMARK RESIDENTIAL,Real Estate,Equity,0.07,34880047.26
AMP,AMERIPRISE FINANCE INC,Financials,Equity,0.07,34773778.2
FITB,FIFTH THIRD BANCORP,Financials,Equity,0.07,34189109.2
AZO,AUTOZONE,Consumer Discretionary,Equity,0.07,34092632.0
LHX,L3HARRIS TECHNOLOGIES,Industrials,Equity,0.07,33799037.68
ETR,ENTERGY CORP,Utilities,Equity,0.07,33684374.36
ROK,ROCKWELL AUTOMATION INC,Industrials,Equity,0.07,33282744.0
XEL,XCEL ENERGY INC,Utilities,Equity,0.07,33277723.6
GRMN,GARMIN,Consumer Discretionary,Equity,0.07,32726312.64
CMG,CHIPOTLE MEXICAN GRILL,Consumer Discretionary,Equity,0.07,32713461.98
VST,VISTRA,Utilities,Equity,0.07,32320184.27
HUM,HUMANA,Health Care,Equity,0.07,32234684.74
AXON,AXON ENTERPRISE,Industrials,Equity,0.07,32221954.16
NTRA,NATERA,Health Care,Equity,0.07,31984201.9
EBAY,EBAY,Consumer Discretionary,Equity,0.07,31772872.4
CARR,CARRIER GLOBAL,Industrials,Equity,0.06,31472715.78
EXC,EXELON CORP,Utilities,Equity,0.06,31430856.6
NKE,NIKE CLASS B,Consumer Discretionary,Equity,0.06,31282173.11
FERG,FERGUSON ENTERPRISES INC,Industrials,Equity,0.06,31130268.07
VTR,VENTAS REIT,Real Estate,Equity,0.06,31072668.0
NDAQ,NASDAQ INC,Financials,Equity,0.06,30502376.03
ALAB,ASTERA LABS,Information Technology,Equity,0.06,30496305.3
RSG,REPUBLIC SERVICES INC,Industrials,Equity,0.06,30328680.9
CBRE,CBRE GROUP CLASS A,Real Estate,Equity,0.06,30121618.8
A,AGILENT TECHNOLOGIES INC,Health Care,Equity,0.06,30054814.16
IDXX,IDEXX LABORATORIES INC,Health Care,Equity,0.06,30025780.32
IQV,IQVIA HOLDINGS,Health Care,Equity,0.06,29858688.78
XYZ,BLOCK CLASS A,Financials,Equity,0.06,29685646.8
TTWO,TAKE TWO INTERACTIVE SOFTWARE,Communication,Equity,0.06,29609864.2
YUM,YUM BRANDS,Consumer Discretionary,Equity,0.06,29284010.91
OXY,OCCIDENTAL PETROLEUM CORP,Energy,Equity,0.06,29188539.36
ROP,ROPER TECHNOLOGIES,Information Technology,Equity,0.06,28999031.04
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Financials,Equity,0.06,28987635.6
PRU,PRUDENTIAL FINANCIAL INC,Financials,Equity,0.06,28700326.08
KDP,KEURIG DR PEPPER INC,Consumer Staples,Equity,0.06,28633304.47
RVMD,REVOLUTION MEDICINES,Health Care,Equity,0.06,28530503.76
AIG,AMERICAN INTERNATIONAL GROUP,Financials,Equity,0.06,28138846.54
FLEX,FLEX LTD,Information Technology,Equity,0.06,28095781.38
WAT,WATERS CORP,Health Care,Equity,0.06,27931210.63
MSTR,STRATEGY INC CLASS A,Information Technology,Equity,0.06,27663176.83
PAYX,PAYCHEX,Industrials,Equity,0.06,27580747.04
PCG,PG&E CORP,Utilities,Equity,0.06,27426566.0
COIN,COINBASE GLOBAL INC CLASS A,Financials,Equity,0.06,27396245.58
ED,CONSOLIDATED EDISON,Utilities,Equity,0.06,27349183.8
SYY,SYSCO,Consumer Staples,Equity,0.06,27326216.28
MSCI,MSCI INC,Financials,Equity,0.06,27225307.66
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,Equity,0.06,27153912.85
WDAY,WORKDAY CLASS A,Information Technology,Equity,0.06,26892125.75
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,Equity,0.05,26496735.33
FANG,DIAMONDBACK ENERGY,Energy,Equity,0.05,26267369.28
HIG,HARTFORD INSURANCE GROUP,Financials,Equity,0.05,26262631.08
NTAP,NETAPP INC,Information Technology,Equity,0.05,26169943.85
EXPE,EXPEDIA GROUP,Consumer Discretionary,Equity,0.05,26097348.48
DHI,D R HORTON,Consumer Discretionary,Equity,0.05,25738461.0
ODFL,OLD DOMINION FREIGHT LINE,Industrials,Equity,0.05,25632937.33
CRDO,CREDO TECHNOLOGY GROUP HOLDING LTD,Information Technology,Equity,0.05,25593370.0
UAL,UNITED AIRLINES HOLDINGS,Industrials,Equity,0.05,25465504.61
PEG,PUBLIC SERVICE ENTERPRISE GROUP,Utilities,Equity,0.05,25354682.76
VEEV,VEEVA SYSTEMS CLASS A,Health Care,Equity,0.05,25317816.16
KMB,KIMBERLY CLARK,Consumer Staples,Equity,0.05,25005030.12
KVUE,KENVUE,Consumer Staples,Equity,0.05,25000126.7
IRM,IRON MOUNTAIN INC,Real Estate,Equity,0.05,24790055.93
RKLB,ROCKET LAB CORP,Industrials,Equity,0.05,24390175.74
VMC,VULCAN MATERIALS,Materials,Equity,0.05,24349720.48
MTB,M&T BANK,Financials,Equity,0.05,24325493.4
WEC,WEC ENERGY GROUP,Utilities,Equity,0.05,24211461.12
ACGL,ARCH CAPITAL GROUP,Financials,Equity,0.05,24023432.24
HBAN,HUNTINGTON BANCSHARES INC,Financials,Equity,0.05,23673160.8
NTRS,NORTHERN TRUST,Financials,Equity,0.05,23647599.58
RMD,RESMED,Health Care,Equity,0.05,23493579.2
P,EVERPURE INC CLASS A,Information Technology,Equity,0.05,23476117.5
ILMN,ILLUMINA INC,Health Care,Equity,0.05,23434623.52
DXCM,DEXCOM INC,Health Care,Equity,0.05,23415428.48
TWLO,TWILIO CLASS A,Information Technology,Equity,0.05,23172926.26
EME,EMCOR GROUP INC,Industrials,Equity,0.05,23164266.24
CBOE,CBOE GLOBAL MARKETS,Financials,Equity,0.05,22914433.81
EQT,EQT,Energy,Equity,0.05,22871701.97
GEHC,GE HEALTHCARE TECHNOLOGIES,Health Care,Equity,0.05,22845008.82
CCI,CROWN CASTLE INC,Real Estate,Equity,0.05,22796310.12
BIIB,BIOGEN,Health Care,Equity,0.05,22406328.78
CCL,CARNIVAL CORP LTD,Consumer Discretionary,Equity,0.05,22395907.38
ZTS,ZOETIS INC CLASS A,Health Care,Equity,0.05,22386613.2
KR,KROGER,Consumer Staples,Equity,0.05,22375686.75
JBL,JABIL,Information Technology,Equity,0.05,22369352.68
CNC,CENTENE CORP,Health Care,Equity,0.05,22290374.49
WTW,WILLIS TOWERS WATSON,Financials,Equity,0.05,22208098.88
ALNY,ALNYLAM PHARMACEUTICALS,Health Care,Equity,0.04,21860852.0
STLD,STEEL DYNAMICS INC,Materials,Equity,0.04,21806596.0
MLM,MARTIN MARIETTA MATERIALS,Materials,Equity,0.04,21795964.08
MDB,MONGODB CLASS A,Information Technology,Equity,0.04,21716326.14
IR,INGERSOLL RAND INC,Industrials,Equity,0.04,21476503.29
RJF,RAYMOND JAMES,Financials,Equity,0.04,21426489.54
CRWV,COREWEAVE CLASS A,Information Technology,Equity,0.04,21001034.21
SUNB,SUNBELT RENTALS HOLDINGS INC,Industrials,Equity,0.04,20934027.86
EXR,EXTRA SPACE STORAGE REIT,Real Estate,Equity,0.04,20721294.72
CASY,CASEYS GENERAL STORES INC,Consumer Staples,Equity,0.04,20628372.96
AEE,AMEREN,Utilities,Equity,0.04,20540598.0
FTI,TECHNIPFMC PLC,Energy,Equity,0.04,20519469.1
CFG,CITIZENS FINANCIAL GROUP INC,Financials,Equity,0.04,20431878.95
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CLA,Information Technology,Equity,0.04,20210915.9
LYV,LIVE NATION ENTERTAINMENT,Communication,Equity,0.04,20061542.88
TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,Equity,0.04,19997687.84
LPLA,LPL FINANCIAL HOLDINGS,Financials,Equity,0.04,19934517.32
CPRT,COPART INC,Industrials,Equity,0.04,19923472.8
ATI,ATI,Industrials,Equity,0.04,19829824.74
DTE,DTE ENERGY,Utilities,Equity,0.04,19739764.53
ON,ON SEMICONDUCTOR CORP,Information Technology,Equity,0.04,19740551.32
HAL,HALLIBURTON,Energy,Equity,0.04,19685628.48
EIX,EDISON INTERNATIONAL,Utilities,Equity,0.04,19610510.43
TEAM,ATLASSIAN CORP CLASS A,Information Technology,Equity,0.04,19589523.13
MTD,METTLER TOLEDO,Health Care,Equity,0.04,19386850.98
VICI,VICI PPTYS INC,Real Estate,Equity,0.04,19361186.0
ATO,ATMOS ENERGY,Utilities,Equity,0.04,19188464.18
WSM,WILLIAMS SONOMA INC,Consumer Discretionary,Equity,0.04,19180545.12
ARES,ARES MANAGEMENT CLASS A,Financials,Equity,0.04,19171559.4
HPQ,HP INC,Information Technology,Equity,0.04,19117789.04
FISV,FISERV INC,Financials,Equity,0.04,19084981.5
OTIS,OTIS WORLDWIDE,Industrials,Equity,0.04,19075036.68
LH,LABCORP HOLDINGS,Health Care,Equity,0.04,18899357.4
DOV,DOVER CORP,Industrials,Equity,0.04,18717998.94
QSR,RESTAURANTS BRANDS INTERNATIONAL,Consumer Discretionary,Equity,0.04,18720498.66
DG,DOLLAR GENERAL CORP,Consumer Staples,Equity,0.04,18693500.56
ES,EVERSOURCE ENERGY,Utilities,Equity,0.04,18678277.05
HSY,HERSHEY FOODS,Consumer Staples,Equity,0.04,18658628.45
DGX,QUEST DIAGNOSTICS INC,Health Care,Equity,0.04,18555320.0
AWK,AMERICAN WATER WORKS,Utilities,Equity,0.04,18472056.48
XYL,XYLEM INC,Industrials,Equity,0.04,18461940.5
SYF,SYNCHRONY FINANCIAL,Financials,Equity,0.04,18384662.76
INSM,INSMED,Health Care,Equity,0.04,18341927.45
Q,QNITY ELECTRONICS,Information Technology,Equity,0.04,18229590.0
PPL,PPL CORP,Utilities,Equity,0.04,18107196.06
TPR,TAPESTRY,Consumer Discretionary,Equity,0.04,18074792.5
CINF,CINCINNATI FINANCIAL,Financials,Equity,0.04,18002850.06
RF,REGIONS FINANCIAL,Financials,Equity,0.04,17985410.8
CNP,CENTERPOINT ENERGY,Utilities,Equity,0.04,17949591.33
FE,FIRSTENERGY CORP,Utilities,Equity,0.04,17891234.72
EL,ESTEE LAUDER INC CLASS A,Consumer Staples,Equity,0.04,17797058.94
CPAY,CORPAY,Financials,Equity,0.04,17797897.41
SW,SMURFIT WESTROCK PLC,Materials,Equity,0.04,17773306.32
RPRX,ROYALTY PHARMA PLC CLASS A,Health Care,Equity,0.04,17542239.0
FICO,FAIR ISAAC,Information Technology,Equity,0.04,17539472.7
PPG,PPG INDUSTRIES,Materials,Equity,0.04,17511065.64
ZM,ZOOM COMMUNICATIONS CLASS A,Information Technology,Equity,0.04,17324489.71
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,Equity,0.04,17286220.92
DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,Equity,0.04,17180961.2
HUBB,HUBBELL INC,Industrials,Equity,0.04,17159747.2
NVT,NVENT ELECTRIC PLC,Industrials,Equity,0.04,17101223.41
OMC,OMNICOM GROUP INC,Communication,Equity,0.03,17073862.96
PHM,PULTEGROUP,Consumer Discretionary,Equity,0.03,16871392.5
VRSK,VERISK ANALYTICS,Industrials,Equity,0.03,16872416.83
